2024-02-18, 1.18,2582,5.92,2735,144, 71
2024-02-19,0.26,573,0.97,2218,145,73
2024-02-20,1.24,2707,6.38,2956,145,75
2024-02-21,1.04,2273,8.55,2736,146,76
2024-02-22,0.05,102,7.75,2080,146,76
2024-02-23,0.55,1203,7.73,2638,146,76
2024-02-24,0.2,443,8.58,2173,146,76
2024-02-25,0.24,518,,2003,145,75
