2024-02-29, 0.0,0,5.92,2025,144, 71
2024-03-01,0.0,0,0.97,2025,145,73
2024-03-02,0.0,0,6.38,2025,145,75
2024-03-03,0.0,0,8.55,2025,146,76
2024-03-04,0.0,0,7.75,2025,146,76
2024-03-05,0.0,0,7.73,2025,146,76
2024-03-06,0.0,0,8.58,2025,146,76
2024-03-07,0.0,0,,1118,145,75
