2024-02-05, 146, 77, 1.18, 564.57
2024-02-06, 145, 75, 0.22, 96.35
2024-02-07, 145, 74, 0.35, 195.5
2024-02-08, 146, 76, 0.52, 251.18
2024-02-09, 145, 74, 0.07, 28.83
2024-02-10, 144, 72, 0.02, 7.03
2024-02-11, 143, 70, 0.75, 362.57
2024-02-12, 144, 71, 0.13, 61.32
