2024-02-12, 7.1, 0.22, 7.32
2024-02-11, 2.33, 0.72, 3.05
2024-02-11, 7.28, 0.22, 7.5
2024-02-10, 7.93, 0.23, 8.17
2024-02-09, 9.15, 0.22, 9.37
2024-02-08, 4.92, 0.48, 5.5
2024-02-07, 9.73, 0.27, 10.0
2024-02-06, 5.77, 0.32, 6.08
