2024-02-15, 143, 70, 0.0, 0.0
2024-02-16, 143, 69, 0.07, 21.8
2024-02-17, 143, 70, 0.5, 226.43
2024-02-18, 144, 71, 0.03, 7.74
2024-02-19, 145, 73, 0.02, 7.31
2024-02-20, 145, 75, 0.28, 146.83
